QID,URLNO,PNO,REL,EXPL
127,754,754,Positive,Answers the details mentioned in the questions
127,755,755,Positive,Answers the details mentioned in the questions
127,756,756,Positive,Answers the details mentioned in the questions
127,757,757,Positive,Answers the details mentioned in the questions
127,758,758,Positive,Answers the details mentioned in the questions
127,759,759,Positive,Answers the details mentioned in the questions
127,760,760,Positive,Answers the details mentioned in the questions
128,761,761,Positive,Answers the details mentioned in the questions
128,762,762,Positive,Answers the details mentioned in the questions
128,763,763,Positive,Answers the details mentioned in the questions
128,764,764,Positive,Answers the details mentioned in the questions
128,765,765,Positive,Answers the details mentioned in the questions
128,766,766,Positive,Answers the details mentioned in the questions
128,767,767,Positive,Answers the details mentioned in the questions
128,768,768,Positive,Answers the details mentioned in the questions
128,769,769,Positive,Answers the details mentioned in the questions
128,770,770,Positive,Answers the details mentioned in the questions
129,771,771,Positive,Answers the details mentioned in the questions
129,772,772,Positive,Answers the details mentioned in the questions
129,773,773,Positive,Answers the details mentioned in the questions
129,774,774,Positive,Answers the details mentioned in the questions
129,775,775,Positive,Answers the details mentioned in the questions
129,776,776,Positive,Answers the details mentioned in the questions
129,777,777,Positive,Answers the details mentioned in the questions
129,778,778,Positive,Answers the details mentioned in the questions
129,779,779,Positive,Answers the details mentioned in the questions
129,780,780,Positive,Answers the details mentioned in the questions
130,781,781,Positive,Answers the details mentioned in the questions
130,782,782,Positive,Answers the details mentioned in the questions
130,783,783,Positive,Answers the details mentioned in the questions
130,784,784,Positive,Answers the details mentioned in the questions
130,785,785,Positive,Answers the details mentioned in the questions
130,786,786,Positive,Answers the details mentioned in the questions
130,787,787,Positive,Answers the details mentioned in the questions
130,788,788,Positive,Answers the details mentioned in the questions
130,789,789,Positive,Answers the details mentioned in the questions
130,790,790,Positive,Answers the details mentioned in the questions
131,741,741,Positive,Answers the details mentioned in the questions
131,742,742,Positive,Answers the details mentioned in the questions
131,743,743,Positive,Answers the details mentioned in the questions
131,744,744,Positive,Answers the details mentioned in the questions
131,745,745,Positive,Answers the details mentioned in the questions
131,746,746,Positive,Answers the details mentioned in the questions
131,747,747,Positive,Answers the details mentioned in the questions
131,748,748,Positive,Answers the details mentioned in the questions
131,749,749,Positive,Answers the details mentioned in the questions
131,750,750,Positive,Answers the details mentioned in the questions
132,751,751,Positive,Answers the details mentioned in the questions
132,752,752,Positive,Answers the details mentioned in the questions
132,753,753,Positive,Answers the details mentioned in the questions
132,754,754,Positive,Answers the details mentioned in the questions
132,755,755,Positive,Answers the details mentioned in the questions
132,756,756,Positive,Answers the details mentioned in the questions
132,757,757,Positive,Answers the details mentioned in the questions
132,758,758,Positive,Answers the details mentioned in the questions
132,759,759,Positive,Answers the details mentioned in the questions
132,760,760,Positive,Answers the details mentioned in the questions
133,761,761,Positive,Answers the details mentioned in the questions
133,762,762,Positive,Answers the details mentioned in the questions
133,763,763,Positive,Answers the details mentioned in the questions
133,764,764,Positive,Answers the details mentioned in the questions
133,765,765,Positive,Answers the details mentioned in the questions
133,766,766,Positive,Answers the details mentioned in the questions
133,767,767,Positive,Answers the details mentioned in the questions
133,768,768,Positive,Answers the details mentioned in the questions
133,769,769,Positive,Answers the details mentioned in the questions
133,770,770,Positive,Answers the details mentioned in the questions
134,771,771,Positive,Answers the details mentioned in the questions
134,772,772,Positive,Answers the details mentioned in the questions
134,773,773,Positive,Answers the details mentioned in the questions
134,774,774,Positive,Answers the details mentioned in the questions
134,775,775,Positive,Answers the details mentioned in the questions
134,776,776,Positive,Answers the details mentioned in the questions
134,777,777,Positive,Answers the details mentioned in the questions
134,778,778,Positive,Answers the details mentioned in the questions
134,779,779,Positive,Answers the details mentioned in the questions
134,780,780,Positive,Answers the details mentioned in the questions
135,781,781,Positive,Answers the details mentioned in the questions
135,782,782,Positive,Answers the details mentioned in the questions
135,783,783,Positive,Answers the details mentioned in the questions
135,784,784,Positive,Answers the details mentioned in the questions
135,785,785,Positive,Answers the details mentioned in the questions
135,786,786,Positive,Answers the details mentioned in the questions
135,787,787,Positive,Answers the details mentioned in the questions
135,788,788,Positive,Answers the details mentioned in the questions
135,789,789,Positive,Answers the details mentioned in the questions
135,790,790,Positive,Answers the details mentioned in the questions
136,741,741,Positive,Answers the details mentioned in the questions
136,742,742,Positive,Answers the details mentioned in the questions
136,743,743,Positive,Answers the details mentioned in the questions
136,744,744,Positive,Answers the details mentioned in the questions
136,745,745,Positive,Answers the details mentioned in the questions
136,746,746,Positive,Answers the details mentioned in the questions
136,747,747,Positive,Answers the details mentioned in the questions
136,748,748,Positive,Answers the details mentioned in the questions
136,749,749,Positive,Answers the details mentioned in the questions
136,750,750,Positive,Answers the details mentioned in the questions
137,751,751,Positive,Answers the details mentioned in the questions
137,752,752,Positive,Answers the details mentioned in the questions
137,753,753,Positive,Answers the details mentioned in the questions
137,754,754,Positive,Answers the details mentioned in the questions
137,755,755,Positive,Answers the details mentioned in the questions
137,756,756,Positive,Answers the details mentioned in the questions
137,757,757,Positive,Answers the details mentioned in the questions
137,758,758,Positive,Answers the details mentioned in the questions
137,759,759,Positive,Answers the details mentioned in the questions
137,760,760,Positive,Answers the details mentioned in the questions
138,761,761,Positive,Answers the details mentioned in the questions
138,762,762,Positive,Answers the details mentioned in the questions
138,763,763,Positive,Answers the details mentioned in the questions
138,764,764,Positive,Answers the details mentioned in the questions
138,765,765,Positive,Answers the details mentioned in the questions
138,766,766,Positive,Answers the details mentioned in the questions
138,767,767,Positive,Answers the details mentioned in the questions
138,768,768,Positive,Answers the details mentioned in the questions
138,769,769,Positive,Answers the details mentioned in the questions
138,770,770,Positive,Answers the details mentioned in the questions
139,771,771,Positive,Answers the details mentioned in the questions
139,772,772,Positive,Answers the details mentioned in the questions
139,773,773,Positive,Answers the details mentioned in the questions
139,774,774,Positive,Answers the details mentioned in the questions
139,775,775,Positive,Answers the details mentioned in the questions
139,776,776,Positive,Answers the details mentioned in the questions
139,777,777,Positive,Answers the details mentioned in the questions
139,778,778,Positive,Answers the details mentioned in the questions
139,779,779,Positive,Answers the details mentioned in the questions
139,780,780,Positive,Answers the details mentioned in the questions
140,781,781,Positive,Answers the details mentioned in the questions
140,782,782,Positive,Answers the details mentioned in the questions
140,783,783,Positive,Answers the details mentioned in the questions
140,784,784,Positive,Answers the details mentioned in the questions
140,785,785,Positive,Answers the details mentioned in the questions
140,786,786,Positive,Answers the details mentioned in the questions
140,787,787,Positive,Answers the details mentioned in the questions
140,788,788,Positive,Answers the details mentioned in the questions
140,789,789,Positive,Answers the details mentioned in the questions
140,790,790,Positive,Answers the details mentioned in the questions
141,791,791,Positive,Answers the details mentioned in the questions
141,792,792,Positive,Answers the details mentioned in the questions
141,793,793,Positive,Answers the details mentioned in the questions
141,794,794,Positive,Answers the details mentioned in the questions
141,795,795,Positive,Answers the details mentioned in the questions
141,796,796,Positive,Answers the details mentioned in the questions
141,797,797,Positive,Answers the details mentioned in the questions
141,798,798,Positive,Answers the details mentioned in the questions
141,799,799,Positive,Answers the details mentioned in the questions
141,800,800,Positive,Answers the details mentioned in the questions
142,801,801,Positive,Answers the details mentioned in the questions
142,802,802,Positive,Answers the details mentioned in the questions
142,803,803,Positive,Answers the details mentioned in the questions
142,804,804,Positive,Answers the details mentioned in the questions
142,805,805,Positive,Answers the details mentioned in the questions
142,806,806,Positive,Answers the details mentioned in the questions
142,807,807,Positive,Answers the details mentioned in the questions
142,808,808,Positive,Answers the details mentioned in the questions
142,809,809,Positive,Answers the details mentioned in the questions
142,810,810,Positive,Answers the details mentioned in the questions
143,811,811,Positive,Answers the details mentioned in the questions
143,812,812,Positive,Answers the details mentioned in the questions
143,813,813,Positive,Answers the details mentioned in the questions
143,814,814,Positive,Answers the details mentioned in the questions
143,815,815,Positive,Answers the details mentioned in the questions
143,816,816,Positive,Answers the details mentioned in the questions
143,817,817,Positive,Answers the details mentioned in the questions
143,818,818,Positive,Answers the details mentioned in the questions
143,819,819,Positive,Answers the details mentioned in the questions
143,820,820,Positive,Answers the details mentioned in the questions
144,821,821,Positive,Answers the details mentioned in the questions
144,822,822,Positive,Answers the details mentioned in the questions
144,823,823,Positive,Answers the details mentioned in the questions
144,824,824,Positive,Answers the details mentioned in the questions
144,825,825,Positive,Answers the details mentioned in the questions
144,826,826,Positive,Answers the details mentioned in the questions
144,827,827,Positive,Answers the details mentioned in the questions
144,828,828,Positive,Answers the details mentioned in the questions
144,829,829,Positive,Answers the details mentioned in the questions
144,830,830,Positive,Answers the details mentioned in the questions
145,791,791,Positive,Answers the details mentioned in the questions
145,792,792,Positive,Answers the details mentioned in the questions
145,793,793,Positive,Answers the details mentioned in the questions
145,794,794,Positive,Answers the details mentioned in the questions
145,795,795,Positive,Answers the details mentioned in the questions
145,796,796,Positive,Answers the details mentioned in the questions
145,797,797,Positive,Answers the details mentioned in the questions
145,798,798,Positive,Answers the details mentioned in the questions
145,799,799,Positive,Answers the details mentioned in the questions
145,800,800,Positive,Answers the details mentioned in the questions
146,801,801,Positive,Answers the details mentioned in the questions
146,802,802,Positive,Answers the details mentioned in the questions
146,803,803,Positive,Answers the details mentioned in the questions
146,804,804,Positive,Answers the details mentioned in the questions
146,805,805,Positive,Answers the details mentioned in the questions
146,806,806,Positive,Answers the details mentioned in the questions
146,807,807,Positive,Answers the details mentioned in the questions
146,808,808,Positive,Answers the details mentioned in the questions
146,809,809,Positive,Answers the details mentioned in the questions
146,810,810,Positive,Answers the details mentioned in the questions
147,811,811,Positive,Answers the details mentioned in the questions
147,812,812,Positive,Answers the details mentioned in the questions
147,813,813,Positive,Answers the details mentioned in the questions
147,814,814,Positive,Answers the details mentioned in the questions
147,815,815,Positive,Answers the details mentioned in the questions
147,816,816,Positive,Answers the details mentioned in the questions
147,817,817,Positive,Answers the details mentioned in the questions
147,818,818,Positive,Answers the details mentioned in the questions
147,819,819,Positive,Answers the details mentioned in the questions
147,820,820,Positive,Answers the details mentioned in the questions
148,821,821,Positive,Answers the details mentioned in the questions
148,822,822,Positive,Answers the details mentioned in the questions
148,823,823,Positive,Answers the details mentioned in the questions
148,824,824,Positive,Answers the details mentioned in the questions
148,825,825,Positive,Answers the details mentioned in the questions
148,826,826,Positive,Answers the details mentioned in the questions
148,827,827,Positive,Answers the details mentioned in the questions
148,828,828,Positive,Answers the details mentioned in the questions
148,829,829,Positive,Answers the details mentioned in the questions
148,830,830,Positive,Answers the details mentioned in the questions
149,791,791,Positive,Answers the details mentioned in the questions
149,792,792,Positive,Answers the details mentioned in the questions
149,793,793,Positive,Answers the details mentioned in the questions
149,794,794,Positive,Answers the details mentioned in the questions
149,795,795,Positive,Answers the details mentioned in the questions
149,796,796,Positive,Answers the details mentioned in the questions
149,797,797,Positive,Answers the details mentioned in the questions
149,798,798,Positive,Answers the details mentioned in the questions
149,799,799,Positive,Answers the details mentioned in the questions
149,800,800,Positive,Answers the details mentioned in the questions
150,801,801,Positive,Answers the details mentioned in the questions
150,802,802,Positive,Answers the details mentioned in the questions
150,803,803,Positive,Answers the details mentioned in the questions
150,804,804,Positive,Answers the details mentioned in the questions
150,805,805,Positive,Answers the details mentioned in the questions
150,806,806,Positive,Answers the details mentioned in the questions
150,807,807,Positive,Answers the details mentioned in the questions
150,808,808,Positive,Answers the details mentioned in the questions
150,809,809,Positive,Answers the details mentioned in the questions
150,810,810,Positive,Answers the details mentioned in the questions
151,811,811,Positive,Answers the details mentioned in the questions
151,812,812,Positive,Answers the details mentioned in the questions
151,813,813,Positive,Answers the details mentioned in the questions
151,814,814,Positive,Answers the details mentioned in the questions
151,815,815,Positive,Answers the details mentioned in the questions
151,816,816,Positive,Answers the details mentioned in the questions
151,817,817,Positive,Answers the details mentioned in the questions
151,818,818,Positive,Answers the details mentioned in the questions
151,819,819,Positive,Answers the details mentioned in the questions
151,820,820,Positive,Answers the details mentioned in the questions
152,821,821,Positive,Answers the details mentioned in the questions
152,822,822,Positive,Answers the details mentioned in the questions
152,823,823,Positive,Answers the details mentioned in the questions
152,824,824,Positive,Answers the details mentioned in the questions
152,825,825,Positive,Answers the details mentioned in the questions
152,826,826,Positive,Answers the details mentioned in the questions
152,827,827,Positive,Answers the details mentioned in the questions
152,828,828,Positive,Answers the details mentioned in the questions
152,829,829,Positive,Answers the details mentioned in the questions
152,830,830,Positive,Answers the details mentioned in the questions
153,791,791,Positive,Answers the details mentioned in the questions
153,792,792,Positive,Answers the details mentioned in the questions
153,793,793,Positive,Answers the details mentioned in the questions
153,794,794,Positive,Answers the details mentioned in the questions
153,795,795,Positive,Answers the details mentioned in the questions
153,796,796,Positive,Answers the details mentioned in the questions
153,797,797,Positive,Answers the details mentioned in the questions
153,798,798,Positive,Answers the details mentioned in the questions
153,799,799,Positive,Answers the details mentioned in the questions
153,800,800,Positive,Answers the details mentioned in the questions
154,801,801,Positive,Answers the details mentioned in the questions
154,802,802,Positive,Answers the details mentioned in the questions
154,803,803,Positive,Answers the details mentioned in the questions
154,804,804,Positive,Answers the details mentioned in the questions
154,805,805,Positive,Answers the details mentioned in the questions
154,806,806,Positive,Answers the details mentioned in the questions
154,807,807,Positive,Answers the details mentioned in the questions
154,808,808,Positive,Answers the details mentioned in the questions
154,809,809,Positive,Answers the details mentioned in the questions
154,810,810,Positive,Answers the details mentioned in the questions
155,811,811,Positive,Answers the details mentioned in the questions
155,812,812,Positive,Answers the details mentioned in the questions
155,813,813,Positive,Answers the details mentioned in the questions
155,814,814,Positive,Answers the details mentioned in the questions
155,815,815,Positive,Answers the details mentioned in the questions
155,816,816,Positive,Answers the details mentioned in the questions
155,817,817,Positive,Answers the details mentioned in the questions
155,818,818,Positive,Answers the details mentioned in the questions
155,819,819,Positive,Answers the details mentioned in the questions
155,820,820,Positive,Answers the details mentioned in the questions
156,821,821,Positive,Answers the details mentioned in the questions
156,822,822,Positive,Answers the details mentioned in the questions
156,823,823,Positive,Answers the details mentioned in the questions
156,824,824,Positive,Answers the details mentioned in the questions
156,825,825,Positive,Answers the details mentioned in the questions
156,826,826,Positive,Answers the details mentioned in the questions
156,827,827,Positive,Answers the details mentioned in the questions
156,828,828,Positive,Answers the details mentioned in the questions
156,829,829,Positive,Answers the details mentioned in the questions
156,830,830,Positive,Answers the details mentioned in the questions
157,791,791,Positive,Answers the details mentioned in the questions
157,792,792,Positive,Answers the details mentioned in the questions
157,793,793,Positive,Answers the details mentioned in the questions
157,794,794,Positive,Answers the details mentioned in the questions
157,795,795,Positive,Answers the details mentioned in the questions
157,796,796,Positive,Answers the details mentioned in the questions
157,797,797,Positive,Answers the details mentioned in the questions
157,798,798,Positive,Answers the details mentioned in the questions
157,799,799,Positive,Answers the details mentioned in the questions
157,800,800,Positive,Answers the details mentioned in the questions
158,801,801,Positive,Answers the details mentioned in the questions
158,802,802,Positive,Answers the details mentioned in the questions
158,803,803,Positive,Answers the details mentioned in the questions
158,804,804,Positive,Answers the details mentioned in the questions
158,805,805,Positive,Answers the details mentioned in the questions
158,806,806,Positive,Answers the details mentioned in the questions
158,807,807,Positive,Answers the details mentioned in the questions
158,808,808,Positive,Answers the details mentioned in the questions
158,809,809,Positive,Answers the details mentioned in the questions
158,810,810,Positive,Answers the details mentioned in the questions
159,811,811,Positive,Answers the details mentioned in the questions
159,812,812,Positive,Answers the details mentioned in the questions
159,813,813,Positive,Answers the details mentioned in the questions
159,814,814,Positive,Answers the details mentioned in the questions
159,815,815,Positive,Answers the details mentioned in the questions
159,816,816,Positive,Answers the details mentioned in the questions
159,817,817,Positive,Answers the details mentioned in the questions
159,818,818,Positive,Answers the details mentioned in the questions
159,819,819,Positive,Answers the details mentioned in the questions
159,820,820,Positive,Answers the details mentioned in the questions
160,821,821,Positive,Answers the details mentioned in the questions
160,822,822,Positive,Answers the details mentioned in the questions
160,823,823,Positive,Answers the details mentioned in the questions
160,824,824,Positive,Answers the details mentioned in the questions
160,825,825,Positive,Answers the details mentioned in the questions
160,826,826,Positive,Answers the details mentioned in the questions
160,827,827,Positive,Answers the details mentioned in the questions
160,828,828,Positive,Answers the details mentioned in the questions
160,829,829,Positive,Answers the details mentioned in the questions
160,830,830,Positive,Answers the details mentioned in the questions
251,1201,1201,Positive,Contains details pertaining to the query
251,1202,1202,Positive,Contains details pertaining to the query
251,1203,1203,Positive,Contains details pertaining to the query
251,1204,1204,Positive,Contains details pertaining to the query
251,1205,1205,Positive,Contains details pertaining to the query
251,1206,1206,Positive,Contains details pertaining to the query
251,1207,1207,Positive,Contains details pertaining to the query
251,1208,1208,Positive,Contains details pertaining to the query
251,1209,1209,Positive,Contains details pertaining to the query
251,1210,1210,Positive,Contains details pertaining to the query
252,1211,1211,Positive,Contains details pertaining to the query
252,1212,1212,Positive,Contains details pertaining to the query
252,1213,1213,Positive,Contains details pertaining to the query
252,1214,1214,Positive,Contains details pertaining to the query
252,1215,1215,Positive,Contains details pertaining to the query
252,1216,1216,Positive,Contains details pertaining to the query
252,1217,1217,Positive,Contains details pertaining to the query
252,1218,1218,Positive,Contains details pertaining to the query
252,1219,1219,Positive,Contains details pertaining to the query
252,1220,1220,Positive,Contains details pertaining to the query
253,1221,1221,Positive,Contains details pertaining to the query
253,1222,1222,Positive,Contains details pertaining to the query
253,1223,1223,Positive,Contains details pertaining to the query
253,1224,1224,Positive,Contains details pertaining to the query
253,1225,1225,Positive,Contains details pertaining to the query
253,1226,1226,Positive,Contains details pertaining to the query
253,1227,1227,Positive,Contains details pertaining to the query
253,1228,1228,Positive,Contains details pertaining to the query
253,1229,1229,Positive,Contains details pertaining to the query
253,1230,1230,Positive,Contains details pertaining to the query
254,1231,1231,Positive,Contains details pertaining to the query
254,1232,1232,Positive,Contains details pertaining to the query
254,1233,1233,Positive,Contains details pertaining to the query
254,1234,1234,Positive,Contains details pertaining to the query
254,1235,1235,Positive,Contains details pertaining to the query
254,1236,1236,Positive,Contains details pertaining to the query
254,1237,1237,Positive,Contains details pertaining to the query
254,1238,1238,Positive,Contains details pertaining to the query
254,1239,1239,Positive,Contains details pertaining to the query
254,1240,1240,Positive,Contains details pertaining to the query
255,1201,1201,Positive,Contains details pertaining to the query
255,1202,1202,Positive,Contains details pertaining to the query
255,1203,1203,Positive,Contains details pertaining to the query
255,1204,1204,Positive,Contains details pertaining to the query
255,1205,1205,Positive,Contains details pertaining to the query
255,1206,1206,Positive,Contains details pertaining to the query
255,1207,1207,Positive,Contains details pertaining to the query
255,1208,1208,Positive,Contains details pertaining to the query
255,1209,1209,Positive,Contains details pertaining to the query
255,1210,1210,Positive,Contains details pertaining to the query
256,1211,1211,Positive,Contains details pertaining to the query
256,1212,1212,Positive,Contains details pertaining to the query
256,1213,1213,Positive,Contains details pertaining to the query
256,1214,1214,Positive,Contains details pertaining to the query
256,1215,1215,Positive,Contains details pertaining to the query
256,1216,1216,Positive,Contains details pertaining to the query
256,1217,1217,Positive,Contains details pertaining to the query
256,1218,1218,Positive,Contains details pertaining to the query
256,1219,1219,Positive,Contains details pertaining to the query
256,1220,1220,Positive,Contains details pertaining to the query
257,1221,1221,Positive,Contains details pertaining to the query
257,1222,1222,Positive,Contains details pertaining to the query
257,1223,1223,Positive,Contains details pertaining to the query
257,1224,1224,Positive,Contains details pertaining to the query
257,1225,1225,Positive,Contains details pertaining to the query
257,1226,1226,Positive,Contains details pertaining to the query
257,1227,1227,Positive,Contains details pertaining to the query
257,1228,1228,Positive,Contains details pertaining to the query
257,1229,1229,Positive,Contains details pertaining to the query
257,1230,1230,Positive,Contains details pertaining to the query
258,1231,1231,Positive,Contains details pertaining to the query
258,1232,1232,Positive,Contains details pertaining to the query
258,1233,1233,Positive,Contains details pertaining to the query
258,1234,1234,Positive,Contains details pertaining to the query
258,1235,1235,Positive,Contains details pertaining to the query
258,1236,1236,Positive,Contains details pertaining to the query
258,1237,1237,Positive,Contains details pertaining to the query
258,1238,1238,Positive,Contains details pertaining to the query
258,1239,1239,Positive,Contains details pertaining to the query
258,1240,1240,Positive,Contains details pertaining to the query
259,1201,1201,Positive,Contains details pertaining to the query
259,1202,1202,Positive,Contains details pertaining to the query
259,1203,1203,Positive,Contains details pertaining to the query
259,1204,1204,Positive,Contains details pertaining to the query
259,1205,1205,Positive,Contains details pertaining to the query
259,1206,1206,Positive,Contains details pertaining to the query
259,1207,1207,Positive,Contains details pertaining to the query
259,1208,1208,Positive,Contains details pertaining to the query
259,1209,1209,Positive,Contains details pertaining to the query
259,1210,1210,Positive,Contains details pertaining to the query
260,1201,1201,Positive,Contains details pertaining to the query
260,1202,1202,Positive,Contains details pertaining to the query
260,1203,1203,Positive,Contains details pertaining to the query
260,1204,1204,Positive,Contains details pertaining to the query
260,1205,1205,Positive,Contains details pertaining to the query
260,1206,1206,Positive,Contains details pertaining to the query
260,1207,1207,Positive,Contains details pertaining to the query
260,1208,1208,Positive,Contains details pertaining to the query
260,1209,1209,Positive,Contains details pertaining to the query
260,1210,1210,Positive,Contains details pertaining to the query
261,1211,1211,Positive,Contains details pertaining to the query
261,1212,1212,Positive,Contains details pertaining to the query
261,1213,1213,Positive,Contains details pertaining to the query
261,1214,1214,Positive,Contains details pertaining to the query
261,1215,1215,Positive,Contains details pertaining to the query
261,1216,1216,Positive,Contains details pertaining to the query
261,1217,1217,Positive,Contains details pertaining to the query
261,1218,1218,Positive,Contains details pertaining to the query
261,1219,1219,Positive,Contains details pertaining to the query
261,1220,1220,Positive,Contains details pertaining to the query
262,1211,1211,Positive,Contains details pertaining to the query
262,1212,1212,Positive,Contains details pertaining to the query
262,1213,1213,Positive,Contains details pertaining to the query
262,1214,1214,Positive,Contains details pertaining to the query
262,1215,1215,Positive,Contains details pertaining to the query
262,1216,1216,Positive,Contains details pertaining to the query
262,1217,1217,Positive,Contains details pertaining to the query
262,1218,1218,Positive,Contains details pertaining to the query
262,1219,1219,Positive,Contains details pertaining to the query
262,1220,1220,Positive,Contains details pertaining to the query
263,1221,1221,Positive,Contains details pertaining to the query
263,1222,1222,Positive,Contains details pertaining to the query
263,1223,1223,Positive,Contains details pertaining to the query
263,1224,1224,Positive,Contains details pertaining to the query
263,1225,1225,Positive,Contains details pertaining to the query
263,1226,1226,Positive,Contains details pertaining to the query
263,1227,1227,Positive,Contains details pertaining to the query
263,1228,1228,Positive,Contains details pertaining to the query
263,1229,1229,Positive,Contains details pertaining to the query
263,1230,1230,Positive,Contains details pertaining to the query
264,1221,1221,Positive,Contains details pertaining to the query
264,1222,1222,Positive,Contains details pertaining to the query
264,1223,1223,Positive,Contains details pertaining to the query
264,1224,1224,Positive,Contains details pertaining to the query
264,1225,1225,Positive,Contains details pertaining to the query
264,1226,1226,Positive,Contains details pertaining to the query
264,1227,1227,Positive,Contains details pertaining to the query
264,1228,1228,Positive,Contains details pertaining to the query
264,1229,1229,Positive,Contains details pertaining to the query
264,1230,1230,Positive,Contains details pertaining to the query
265,1231,1231,Positive,Contains details pertaining to the query
265,1232,1232,Positive,Contains details pertaining to the query
265,1233,1233,Positive,Contains details pertaining to the query
265,1234,1234,Positive,Contains details pertaining to the query
265,1235,1235,Positive,Contains details pertaining to the query
265,1236,1236,Positive,Contains details pertaining to the query
265,1237,1237,Positive,Contains details pertaining to the query
265,1238,1238,Positive,Contains details pertaining to the query
265,1239,1239,Positive,Contains details pertaining to the query
265,1240,1240,Positive,Contains details pertaining to the query
266,1231,1231,Positive,Contains details pertaining to the query
266,1232,1232,Positive,Contains details pertaining to the query
266,1233,1233,Positive,Contains details pertaining to the query
266,1234,1234,Positive,Contains details pertaining to the query
266,1235,1235,Positive,Contains details pertaining to the query
266,1236,1236,Positive,Contains details pertaining to the query
266,1237,1237,Positive,Contains details pertaining to the query
266,1238,1238,Positive,Contains details pertaining to the query
266,1239,1239,Positive,Contains details pertaining to the query
266,1240,1240,Positive,Contains details pertaining to the query
267,1201,1201,Positive,Contains details pertaining to the query
267,1202,1202,Positive,Contains details pertaining to the query
267,1203,1203,Positive,Contains details pertaining to the query
267,1204,1204,Positive,Contains details pertaining to the query
267,1205,1205,Positive,Contains details pertaining to the query
267,1206,1206,Positive,Contains details pertaining to the query
267,1207,1207,Positive,Contains details pertaining to the query
267,1208,1208,Positive,Contains details pertaining to the query
267,1209,1209,Positive,Contains details pertaining to the query
267,1210,1210,Positive,Contains details pertaining to the query
268,1211,1211,Positive,Contains details pertaining to the query
268,1212,1212,Positive,Contains details pertaining to the query
268,1213,1213,Positive,Contains details pertaining to the query
268,1214,1214,Positive,Contains details pertaining to the query
268,1215,1215,Positive,Contains details pertaining to the query
268,1216,1216,Positive,Contains details pertaining to the query
268,1217,1217,Positive,Contains details pertaining to the query
268,1218,1218,Positive,Contains details pertaining to the query
268,1219,1219,Positive,Contains details pertaining to the query
268,1220,1220,Positive,Contains details pertaining to the query
269,1221,1221,Positive,Contains details pertaining to the query
269,1222,1222,Positive,Contains details pertaining to the query
269,1223,1223,Positive,Contains details pertaining to the query
269,1224,1224,Positive,Contains details pertaining to the query
269,1225,1225,Positive,Contains details pertaining to the query
269,1226,1226,Positive,Contains details pertaining to the query
269,1227,1227,Positive,Contains details pertaining to the query
269,1228,1228,Positive,Contains details pertaining to the query
269,1229,1229,Positive,Contains details pertaining to the query
269,1230,1230,Positive,Contains details pertaining to the query
270,1231,1231,Positive,Contains details pertaining to the query
270,1232,1232,Positive,Contains details pertaining to the query
270,1233,1233,Positive,Contains details pertaining to the query
270,1234,1234,Positive,Contains details pertaining to the query
270,1235,1235,Positive,Contains details pertaining to the query
270,1236,1236,Positive,Contains details pertaining to the query
270,1237,1237,Positive,Contains details pertaining to the query
270,1238,1238,Positive,Contains details pertaining to the query
270,1239,1239,Positive,Contains details pertaining to the query
270,1240,1240,Positive,Contains details pertaining to the query
